,col_a,col_b,pvalue
0,00-01_0,01-00_1,0.5614236847691139
1,00-01_0,01-00_2,0.23995687339098493
2,00-01_0,01-00_3,0.8851140830439957
3,00-01_0,01-00_4,0.7200812537028242
4,00-01_0,01-00_5,0.989391123794701
5,00-01_0,01-01_2,0.20010517422974297
6,00-01_0,01-01_4,0.12500833285243707
7,00-01_0,02-00_2,0.38022523609942305
8,00-01_0,02-00_4,0.12140934606195444
9,00-01_0,02-01_2,0.2334765113986748
10,00-01_0,03-00_1,0.7251061183900482
11,00-01_0,03-00_2,0.13002548084592933
12,00-01_0,03-00_3,0.3742701007249915
13,00-01_0,03-00_4,0.38562289910152375
14,00-01_0,03-00_5,0.49312773605176324
15,00-01_0,03-01_4,0.05733486686578719
16,00-01_0,04-00_1,0.4830927861078266
17,00-01_0,04-00_3,0.3258475879573474
18,00-01_0,04-00_4,0.47039662165635643
19,00-01_0,04-00_5,0.25413286997431345
20,00-01_0,04-01_1,0.08832743033620821
21,00-01_0,04-01_4,0.09410597918560151
22,00-01_0,05-00_1,0.9320637466939832
23,00-01_0,05-00_2,0.4692364607267921
24,00-01_0,05-00_3,0.4326769134467936
25,00-01_0,05-00_4,0.6746476162934092
26,00-01_0,05-00_5,0.5139483914454641
27,00-01_0,05-01_1,0.47004715808064207
28,00-01_0,05-01_2,0.06632521543877508
29,00-01_0,05-01_4,0.3702852451629269
30,00-01_0,05-01_5,0.14000684380122175
31,00-01_0,06-00_1,0.15635595454550488
32,00-01_0,06-00_3,0.20249151572744245
33,00-01_0,06-00_4,0.2059812766601978
34,00-01_0,07-00_0,0.6297140657359174
35,00-01_0,07-00_1,0.37742179463201275
36,00-01_0,07-00_2,0.20628123195731113
37,00-01_0,07-00_3,0.22075561177536057
38,00-01_0,07-00_4,0.2707580623286571
39,00-01_0,07-00_5,0.3771782415417059
40,00-01_0,07-01_2,0.057875203404518016
41,00-01_0,dbi_score,0.34721976962346324
42,00-01_0,bai_score,0.2657375139630233
43,00-01_0,asrsa_score,0.20606228070466356
44,00-01_0,asrsb_score,0.5057115202362336
45,00-01_0,oci_score,0.6953280212598762
46,00-01_0,sqr_score,0.31444954973148553
47,00-01_0,age,0.7748802105098047
48,00-01_0,01-00_1,0.5614236847691139
49,00-01_0,01-00_2,0.23995687339098493
50,00-01_0,01-00_3,0.8851140830439957
51,00-01_0,01-00_4,0.7200812537028242
52,00-01_0,01-00_5,0.989391123794701
53,00-01_0,01-01_2,0.20010517422974297
54,00-01_0,01-01_4,0.12500833285243707
55,00-01_0,02-00_2,0.38022523609942305
56,00-01_0,02-00_4,0.12140934606195444
57,00-01_0,02-01_2,0.2334765113986748
58,00-01_0,03-00_1,0.7251061183900482
59,00-01_0,03-00_2,0.13002548084592933
60,00-01_0,03-00_3,0.3742701007249915
61,00-01_0,03-00_4,0.38562289910152375
62,00-01_0,03-00_5,0.49312773605176324
63,00-01_0,03-01_4,0.05733486686578719
64,00-01_0,04-00_1,0.4830927861078266
65,00-01_0,04-00_3,0.3258475879573474
66,00-01_0,04-00_4,0.47039662165635643
67,00-01_0,04-00_5,0.25413286997431345
68,00-01_0,04-01_1,0.08832743033620821
69,00-01_0,04-01_4,0.09410597918560151
70,00-01_0,05-00_1,0.9320637466939832
71,00-01_0,05-00_2,0.4692364607267921
72,00-01_0,05-00_3,0.4326769134467936
73,00-01_0,05-00_4,0.6746476162934092
74,00-01_0,05-00_5,0.5139483914454641
75,00-01_0,05-01_1,0.47004715808064207
76,00-01_0,05-01_2,0.06632521543877508
77,00-01_0,05-01_4,0.3702852451629269
78,00-01_0,05-01_5,0.14000684380122175
79,00-01_0,06-00_1,0.15635595454550488
80,00-01_0,06-00_3,0.20249151572744245
81,00-01_0,06-00_4,0.2059812766601978
82,00-01_0,07-00_0,0.6297140657359174
83,00-01_0,07-00_1,0.37742179463201275
84,00-01_0,07-00_2,0.20628123195731113
85,00-01_0,07-00_3,0.22075561177536057
86,00-01_0,07-00_4,0.2707580623286571
87,00-01_0,07-00_5,0.3771782415417059
88,00-01_0,07-01_2,0.057875203404518016
89,00-01_0,dbi_score,0.34721976962346324
90,00-01_0,bai_score,0.2657375139630233
91,00-01_0,asrsa_score,0.20606228070466356
