,col_a,col_b,pvalue
0,00-01_0,00-01_0,0.0
1,00-01_0,00-01_1,3.084350605360622e-07
2,00-01_0,00-01_2,2.4976897112761e-13
3,00-01_0,00-01_3,7.477860602703324e-12
4,00-01_0,00-01_4,9.351032409117746e-07
5,00-01_0,00-01_5,4.3712125191588655e-12
6,00-01_0,01-01_0,1.2483354889399728e-05
7,00-01_0,02-01_0,4.816068520304552e-08
8,00-01_0,03-01_0,6.790740591591104e-05
9,00-01_0,06-00_0,7.490644415539454e-07
10,00-01_0,06-01_0,4.978089291022167e-14
11,00-01_0,06-01_2,4.1933469289914575e-09
12,00-01_0,06-01_5,2.629677031306016e-05
13,00-01_1,00-01_1,0.0
14,00-01_1,00-01_2,1.2028301513394418e-21
15,00-01_1,00-01_3,3.6900741478718005e-76
16,00-01_1,00-01_4,3.84044015246876e-105
17,00-01_1,00-01_5,7.601807558245035e-93
18,00-01_1,01-01_1,5.909966185329288e-10
19,00-01_1,01-01_3,1.6138691161293076e-08
20,00-01_1,01-01_4,6.070694526414129e-10
21,00-01_1,01-01_5,1.06233451438881e-08
22,00-01_1,02-01_1,1.081102033063071e-11
23,00-01_1,02-01_2,7.01397753694221e-05
24,00-01_1,02-01_3,3.9826026114914e-11
25,00-01_1,02-01_4,3.2757161998660854e-11
26,00-01_1,02-01_5,1.0802009045780569e-10
27,00-01_1,03-01_1,7.773992823478463e-07
28,00-01_1,03-01_3,1.621570933683595e-07
29,00-01_1,03-01_4,4.840386479440044e-08
30,00-01_1,03-01_5,2.154729164948038e-05
31,00-01_1,04-00_1,1.1727035553990314e-05
32,00-01_1,04-00_3,1.294907866597546e-05
33,00-01_1,04-00_4,3.5873112136832304e-05
34,00-01_1,04-00_5,1.2957432770807244e-07
35,00-01_1,04-01_1,1.1131377386541073e-12
36,00-01_1,04-01_3,4.639349947232645e-13
37,00-01_1,04-01_4,1.1129968786429586e-12
38,00-01_1,04-01_5,2.890009270941488e-13
39,00-01_1,05-01_4,9.562872251023845e-05
40,00-01_1,06-01_1,1.2402691022432864e-10
41,00-01_1,06-01_2,1.0051697610245024e-06
42,00-01_1,06-01_3,6.137696033661344e-13
43,00-01_1,06-01_4,8.09321028447094e-13
44,00-01_1,06-01_5,1.3090502401845633e-12
45,00-01_1,07-00_1,9.078165624705184e-05
46,00-01_1,07-00_3,9.296318750285768e-05
47,00-01_1,07-00_4,2.282039937671469e-05
48,00-01_1,07-01_1,1.723152278960035e-05
49,00-01_1,07-01_3,4.112444756596389e-05
50,00-01_1,07-01_4,2.8105555010709364e-05
51,00-01_1,07-01_5,3.3632269244315176e-05
52,00-01_2,00-01_2,0.0
53,00-01_2,00-01_3,3.193982389320767e-14
54,00-01_2,00-01_4,1.0404697858260267e-20
55,00-01_2,00-01_5,1.1609590458315934e-13
56,00-01_2,01-01_1,8.765969571559576e-06
57,00-01_2,01-01_2,5.745150100688382e-10
58,00-01_2,01-01_3,4.4291499072363006e-05
59,00-01_2,01-01_4,1.978984613975613e-06
60,00-01_2,02-01_1,1.9766849133999795e-05
61,00-01_2,02-01_2,5.4423548117439824e-11
62,00-01_2,02-01_4,4.5922308953902966e-05
63,00-01_2,03-01_2,8.374874011011151e-05
64,00-01_2,04-00_2,1.200176837436925e-06
65,00-01_2,04-01_2,8.199451255412276e-05
66,00-01_2,04-01_3,3.208916778290638e-05
67,00-01_2,04-01_4,8.382908007379808e-05
68,00-01_2,05-01_2,5.501552942364251e-06
69,00-01_2,06-00_2,7.278917648180818e-05
70,00-01_2,06-01_0,5.308112369721885e-06
71,00-01_2,06-01_2,9.186197988834125e-14
72,00-01_2,06-01_3,5.658178870940929e-05
73,00-01_3,00-01_3,0.0
74,00-01_3,00-01_4,4.952172150714775e-87
75,00-01_3,00-01_5,4.8848179000117894e-104
76,00-01_3,01-01_1,9.776657839084524e-08
77,00-01_3,01-01_3,4.799647639760487e-10
78,00-01_3,01-01_4,1.4550869630279865e-07
79,00-01_3,01-01_5,1.1344553173136705e-07
80,00-01_3,02-00_1,2.418997825298653e-05
81,00-01_3,02-00_3,7.18038280682896e-05
82,00-01_3,02-00_4,4.394631297371223e-05
83,00-01_3,02-01_1,1.3876502543935226e-12
84,00-01_3,02-01_3,3.1557544934559058e-15
85,00-01_3,02-01_4,2.702661203710814e-12
86,00-01_3,02-01_5,6.300784158881433e-12
87,00-01_3,03-00_1,2.8971092166044884e-05
88,00-01_3,03-00_4,9.22948178157358e-07
89,00-01_3,03-01_1,2.946880806708598e-05
90,00-01_3,03-01_3,3.580096676802046e-07
91,00-01_3,03-01_4,5.336580369025882e-06
92,00-01_3,04-00_1,2.810468227873808e-05
93,00-01_3,04-00_2,4.382793358595402e-05
94,00-01_3,04-00_3,3.825778125597669e-06
95,00-01_3,04-00_4,2.8054472327278407e-05
96,00-01_3,04-00_5,3.580034220226144e-07
97,00-01_3,04-01_1,6.892521240454731e-10
98,00-01_3,04-01_3,2.7498559276062664e-11
99,00-01_3,04-01_4,1.0429494176956114e-10
100,00-01_3,04-01_5,1.8968027110882879e-10
101,00-01_3,06-01_1,3.645171180703343e-09
102,00-01_3,06-01_2,7.005347542081857e-06
103,00-01_3,06-01_3,2.284231271399764e-15
104,00-01_3,06-01_4,1.0248357236480804e-10
105,00-01_3,06-01_5,1.3443077729411516e-12
106,00-01_3,07-00_1,6.932788367657844e-05
107,00-01_3,07-00_3,2.923433219239111e-06
108,00-01_3,07-00_4,3.684204821791777e-06
109,00-01_3,07-01_1,2.8347296247546976e-05
110,00-01_3,07-01_3,4.224538075189713e-05
111,00-01_3,07-01_4,1.2191271534884944e-05
112,00-01_3,07-01_5,8.826830209824712e-05
113,00-01_4,00-01_4,0.0
114,00-01_4,00-01_5,9.298759480406794e-59
115,00-01_4,01-01_1,4.689901351103701e-10
