,col_a,col_b,pvalue
0,00-01_0,00-01_0,0.0
1,00-01_0,00-01_1,3.084350605360622e-07
2,00-01_0,00-01_2,2.4976897112760997e-13
3,00-01_0,00-01_3,7.477860602703324e-12
4,00-01_0,00-01_4,9.351032409117746e-07
5,00-01_0,00-01_5,4.3712125191588655e-12
6,00-01_0,01-01_0,1.2483354889399727e-05
7,00-01_0,02-00_0,0.0004931774682861924
8,00-01_0,02-01_0,4.8160685203045516e-08
9,00-01_0,03-01_0,6.790740591591104e-05
10,00-01_0,04-00_2,0.0006173699151398502
11,00-01_0,06-00_0,7.490644415539454e-07
12,00-01_0,06-00_2,0.0007669513244497146
13,00-01_0,06-01_0,4.978089291022167e-14
14,00-01_0,06-01_2,4.1933469289914575e-09
15,00-01_0,06-01_3,0.0002998433529355003
16,00-01_0,06-01_5,2.629677031306016e-05
17,00-01_1,00-01_1,0.0
18,00-01_1,00-01_2,1.2028301513394418e-21
19,00-01_1,00-01_3,3.6900741478718005e-76
20,00-01_1,00-01_4,3.84044015246876e-105
21,00-01_1,00-01_5,7.601807558245036e-93
22,00-01_1,01-00_3,0.00036593944175952064
23,00-01_1,01-00_5,0.00026749666719593374
24,00-01_1,01-01_1,5.909966185329288e-10
25,00-01_1,01-01_3,1.6138691161293076e-08
26,00-01_1,01-01_4,6.070694526414129e-10
27,00-01_1,01-01_5,1.06233451438881e-08
28,00-01_1,02-01_1,1.081102033063071e-11
29,00-01_1,02-01_2,7.01397753694221e-05
30,00-01_1,02-01_3,3.9826026114914e-11
31,00-01_1,02-01_4,3.2757161998660854e-11
32,00-01_1,02-01_5,1.080200904578057e-10
33,00-01_1,03-00_4,0.0006927771175296255
34,00-01_1,03-01_1,7.773992823478463e-07
35,00-01_1,03-01_3,1.6215709336835947e-07
36,00-01_1,03-01_4,4.8403864794400435e-08
37,00-01_1,03-01_5,2.154729164948038e-05
38,00-01_1,04-00_1,1.1727035553990314e-05
39,00-01_1,04-00_2,0.0007629724597873271
40,00-01_1,04-00_3,1.2949078665975461e-05
41,00-01_1,04-00_4,3.5873112136832304e-05
42,00-01_1,04-00_5,1.2957432770807242e-07
43,00-01_1,04-01_1,1.1131377386541071e-12
44,00-01_1,04-01_3,4.639349947232645e-13
45,00-01_1,04-01_4,1.1129968786429586e-12
46,00-01_1,04-01_5,2.890009270941488e-13
47,00-01_1,05-01_3,0.00012355185484093996
48,00-01_1,05-01_4,9.562872251023843e-05
49,00-01_1,06-01_0,0.0005568633589845601
50,00-01_1,06-01_1,1.2402691022432864e-10
51,00-01_1,06-01_2,1.0051697610245024e-06
52,00-01_1,06-01_3,6.137696033661344e-13
53,00-01_1,06-01_4,8.09321028447094e-13
54,00-01_1,06-01_5,1.3090502401845633e-12
55,00-01_1,07-00_1,9.078165624705185e-05
56,00-01_1,07-00_3,9.296318750285769e-05
57,00-01_1,07-00_4,2.282039937671469e-05
58,00-01_1,07-00_5,0.0002557638325233553
59,00-01_1,07-01_1,1.723152278960035e-05
60,00-01_1,07-01_3,4.112444756596389e-05
61,00-01_1,07-01_4,2.8105555010709364e-05
62,00-01_1,07-01_5,3.3632269244315176e-05
63,00-01_2,00-01_2,0.0
64,00-01_2,00-01_3,3.193982389320767e-14
65,00-01_2,00-01_4,1.0404697858260269e-20
66,00-01_2,00-01_5,1.1609590458315934e-13
67,00-01_2,01-01_1,8.765969571559576e-06
68,00-01_2,01-01_2,5.745150100688382e-10
69,00-01_2,01-01_3,4.4291499072363006e-05
70,00-01_2,01-01_4,1.978984613975613e-06
71,00-01_2,01-01_5,0.0002466858472304574
72,00-01_2,02-01_0,0.000715810645002944
73,00-01_2,02-01_1,1.9766849133999795e-05
74,00-01_2,02-01_2,5.442354811743983e-11
75,00-01_2,02-01_3,0.0005314953868147197
76,00-01_2,02-01_4,4.5922308953902966e-05
77,00-01_2,02-01_5,0.0003376323989390352
78,00-01_2,03-01_2,8.374874011011151e-05
79,00-01_2,04-00_2,1.200176837436925e-06
80,00-01_2,04-01_1,0.0005023910438287237
81,00-01_2,04-01_2,8.199451255412276e-05
82,00-01_2,04-01_3,3.208916778290638e-05
83,00-01_2,04-01_4,8.382908007379808e-05
84,00-01_2,04-01_5,0.00012278356956165143
85,00-01_2,05-01_2,5.501552942364251e-06
86,00-01_2,06-00_2,7.278917648180818e-05
87,00-01_2,06-01_0,5.308112369721885e-06
88,00-01_2,06-01_1,0.0009490244250730307
89,00-01_2,06-01_2,9.186197988834124e-14
90,00-01_2,06-01_3,5.658178870940929e-05
91,00-01_2,06-01_4,0.00013464742041394766
92,00-01_2,06-01_5,0.00026439727693923065
93,00-01_2,07-00_2,0.00026607890287359647
94,00-01_3,00-01_3,0.0
95,00-01_3,00-01_4,4.952172150714775e-87
96,00-01_3,00-01_5,4.884817900011789e-104
97,00-01_3,01-00_1,0.0005650106789365444
98,00-01_3,01-00_3,0.00021138413659785256
99,00-01_3,01-00_5,0.0006395009518926219
100,00-01_3,01-01_1,9.776657839084523e-08
101,00-01_3,01-01_3,4.799647639760488e-10
102,00-01_3,01-01_4,1.4550869630279863e-07
103,00-01_3,01-01_5,1.1344553173136703e-07
104,00-01_3,02-00_1,2.4189978252986526e-05
105,00-01_3,02-00_3,7.18038280682896e-05
106,00-01_3,02-00_4,4.394631297371223e-05
107,00-01_3,02-00_5,0.00020030595503811612
108,00-01_3,02-01_1,1.3876502543935226e-12
109,00-01_3,02-01_2,0.00016774730559542954
110,00-01_3,02-01_3,3.1557544934559058e-15
111,00-01_3,02-01_4,2.702661203710814e-12
112,00-01_3,02-01_5,6.300784158881433e-12
113,00-01_3,03-00_1,2.8971092166044884e-05
114,00-01_3,03-00_3,0.0001051851548420117
115,00-01_3,03-00_4,9.229481781573581e-07
116,00-01_3,03-00_5,0.0009924116707983115
